Marital_status,Application_mode,Previous_qualification_grade,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
1,44,140.0,140.0,0,0,1,0,0,21,6,6,13.142857142857142,6,9,6,12.166666666666666,0,1
2,7,140.0,140.0,0,0,1,0,0,33,6,6,15.0,6,8,3,11.0,0,1
1,1,150.0,144.6,0,1,0,0,0,24,5,1,13.0,5,5,0,0.0,0,0
1,43,120.0,118.3,0,0,1,0,1,20,11,11,12.0,11,14,11,12.75,0,1
1,1,156.0,153.6,1,0,1,0,0,18,0,0,0.0,0,0,0,0.0,0,1
1,1,167.0,158.3,1,0,1,0,0,18,6,6,15.166666666666666,6,6,6,14.166666666666666,0,1
1,43,133.1,100.0,0,1,1,0,0,29,6,4,12.0,6,13,2,10.5,0,0
1,17,147.0,134.9,0,0,1,0,0,18,7,7,13.642857142857142,8,11,8,14.772727272727272,0,1
1,1,129.0,142.0,1,0,1,0,0,19,6,6,12.666666666666666,6,7,6,12.714285714285714,0,1
1,17,136.0,127.3,1,0,1,0,0,19,0,0,0.0,0,0,0,0.0,0,0
1,17,128.0,116.5,0,0,1,0,1,18,6,5,10.8,6,9,6,10.5,0,1
1,43,140.0,138.6,0,0,1,0,1,19,7,6,14.25,8,11,8,13.063636363636364,0,1
1,42,141.0,133.0,0,0,1,0,0,20,14,12,12.153846153846152,12,18,10,12.9,0,0
1,17,125.0,118.0,1,0,1,0,1,19,6,4,12.25,6,9,3,12.333333333333334,0,1
1,1,140.0,128.5,1,0,1,0,1,18,8,8,13.40375,8,8,8,13.40375,0,1
1,17,140.0,129.9,0,0,1,0,1,19,6,6,11.333333333333334,6,9,3,12.666666666666666,0,1
1,17,137.0,125.8,0,1,1,1,0,20,6,5,12.2,6,6,6,12.333333333333334,0,0
1,1,138.0,124.7,1,0,1,1,0,18,7,0,0.0,8,0,0,0.0,0,0
1,39,130.0,154.9,0,1,0,1,0,35,6,5,16.166666666666668,6,10,4,16.0,0,0
1,1,136.0,129.0,1,0,1,1,1,19,0,0,0.0,0,0,0,0.0,0,1
1,1,136.0,127.3,1,0,1,1,0,19,5,3,11.0,5,7,2,10.0,0,0
1,39,133.1,100.5,0,0,1,1,0,24,7,0,0.0,7,13,0,0.0,1,0
1,39,140.0,122.0,1,1,0,1,0,29,6,4,12.5,6,7,0,0.0,0,0
1,39,150.0,140.0,0,0,1,1,0,24,7,7,11.294444444444444,8,22,2,12.6,0,1
1,17,121.0,116.1,1,0,1,1,0,19,6,5,11.2,6,11,4,12.5,0,1
2,7,120.0,130.0,1,0,1,1,0,37,0,0,0.0,0,0,0,0.0,0,0
1,5,143.0,146.2,1,0,1,1,0,18,6,5,13.2,6,6,5,11.8,0,1
1,1,132.0,127.8,1,0,0,1,0,18,5,0,0.0,5,0,0,0.0,0,0
1,1,131.0,132.4,1,1,0,1,0,18,6,0,0.0,6,0,0,0.0,0,0
1,1,149.0,129.3,1,0,1,1,0,18,8,7,13.1,8,8,7,13.1,0,1
1,1,124.0,125.4,1,0,1,1,0,19,6,6,13.5,6,6,6,13.166666666666666,0,1
1,1,140.0,132.0,0,0,1,1,0,19,6,5,11.571428571428571,6,10,3,13.0,0,0
1,44,170.0,170.0,1,1,1,1,0,21,6,6,15.285714285714286,6,6,6,15.166666666666666,0,1
1,18,126.0,115.5,0,0,1,1,0,18,7,6,13.433333333333332,7,10,4,13.6,0,1
1,16,129.0,127.6,1,0,1,1,0,19,5,5,11.6,5,9,3,11.0,0,0
1,7,140.0,140.0,0,0,1,1,0,25,6,6,14.666666666666666,6,6,6,13.5,0,1
1,1,130.0,120.2,1,0,1,1,0,22,6,6,14.666666666666666,6,12,6,14.666666666666666,0,1
1,39,130.0,150.0,0,0,1,1,0,24,8,7,12.742857142857144,8,8,7,12.742857142857144,0,1
1,1,99.0,100.0,1,0,1,1,0,19,7,7,11.975,8,9,7,13.12857142857143,0,1
1,17,129.0,128.0,0,0,0,1,0,20,0,0,0.0,0,0,0,0.0,0,0
1,1,132.0,128.0,1,0,1,1,1,19,8,7,14.935714285714283,8,8,7,14.935714285714283,0,1
1,43,110.0,107.2,1,0,1,1,0,19,6,2,10.5,6,15,4,10.0,0,0
1,1,116.0,110.1,1,0,1,1,0,19,6,5,13.333333333333334,6,6,5,13.0,0,1
1,43,119.0,119.0,0,1,1,1,0,23,6,0,0.0,6,8,0,0.0,0,0
2,39,120.0,155.5,0,0,1,1,0,47,6,5,13.8,6,13,4,14.0,0,0
1,1,117.0,118.4,0,0,1,1,0,19,6,6,11.833333333333334,6,8,4,10.75,2,1
1,1,137.0,141.2,1,0,1,1,0,19,0,0,0.0,0,0,0,0.0,0,1
1,1,124.0,119.1,1,0,1,1,0,18,0,0,0.0,0,0,0,0.0,0,0
1,43,151.0,111.0,0,0,1,1,0,28,5,2,10.0,5,9,0,0.0,0,0
1,43,138.6,138.6,1,0,1,1,0,20,6,4,11.5,6,11,3,11.666666666666666,0,0
1,1,136.0,150.4,1,0,1,1,1,21,0,0,0.0,0,0,0,0.0,0,1
1,39,133.1,102.5,0,1,0,1,0,24,6,0,0.0,6,7,0,0.0,0,0
1,39,150.0,122.3,0,0,1,1,0,28,6,6,13.0,6,8,5,12.2,0,1
1,17,133.0,126.4,1,0,1,1,1,18,7,7,13.462857142857144,8,8,8,13.90625,0,1
1,39,133.1,100.0,0,0,1,1,0,48,6,3,10.0,6,15,1,10.0,0,0
1,17,129.0,117.1,1,0,1,1,0,21,6,6,12.333333333333334,6,7,6,13.666666666666666,0,1
1,44,130.0,129.4,1,1,0,1,0,23,5,0,0.0,5,7,0,0.0,0,0
1,1,141.0,138.9,1,0,1,1,0,18,5,5,13.6,5,6,4,13.25,1,1
1,44,140.0,138.6,0,0,1,1,0,22,6,6,12.333333333333334,6,6,2,14.0,0,0
1,16,122.0,133.9,1,0,1,1,0,25,13,10,11.454545454545457,11,13,7,12.25,0,0
1,7,140.0,140.0,0,1,1,1,0,27,13,8,13.5,11,12,5,14.4,0,0
1,39,133.1,95.1,0,0,0,1,0,49,5,0,0.0,5,6,0,0.0,0,0
1,39,120.0,128.2,0,0,0,1,0,31,5,2,11.0,5,0,0,0.0,0,0
1,39,133.1,121.5,0,0,1,1,0,54,6,6,13.714285714285714,6,13,5,14.333333333333334,0,0
1,7,120.0,120.0,1,1,0,1,0,25,21,21,12.363636363636363,16,21,12,12.25,1,0
1,7,120.0,120.0,0,0,1,1,0,28,6,2,12.0,6,10,3,12.666666666666666,0,0
2,39,133.1,107.0,0,0,1,1,0,41,7,7,12.857142857142858,6,6,6,13.166666666666666,0,1
1,43,123.0,114.4,0,0,1,1,0,22,5,0,0.0,5,8,2,11.5,0,0
1,1,178.0,157.7,0,0,1,1,0,34,6,2,13.5,6,6,0,0.0,0,0
1,39,130.0,150.0,0,1,0,1,0,28,11,11,15.090909090909092,10,11,10,15.0,0,0
1,7,140.0,140.0,0,0,1,1,0,50,6,2,13.5,6,9,1,13.0,0,0
1,1,108.0,109.1,1,0,1,1,0,19,5,0,0.0,5,5,0,0.0,0,0
1,43,120.0,120.6,0,0,1,1,0,18,7,4,12.65,7,10,3,10.666666666666666,0,0
2,39,100.0,161.9,0,0,1,1,0,59,5,0,0.0,5,7,0,0.0,0,0
2,7,140.0,140.0,1,0,0,1,0,33,5,0,0.0,5,5,0,0.0,0,0
1,17,133.1,178.0,1,0,1,1,1,23,6,6,13.333333333333334,6,7,5,12.8,0,1
2,39,133.1,138.3,0,0,1,1,0,44,5,3,11.333333333333334,5,8,5,11.142857142857142,0,0
2,1,140.0,128.0,1,0,1,1,0,37,6,0,0.0,6,0,0,0.0,0,0
2,39,100.0,139.0,0,0,1,1,0,36,0,0,0.0,0,0,0,0.0,0,0
1,1,123.0,113.2,0,0,0,1,0,22,5,3,11.666666666666666,5,8,2,10.5,2,0
2,39,133.1,139.0,0,0,1,1,0,49,6,6,12.166666666666666,6,8,6,14.428571428571429,0,1
1,51,135.0,110.0,1,0,1,1,0,23,6,6,13.333333333333334,6,6,4,12.75,0,1
2,43,120.0,161.1,0,0,1,1,0,47,6,6,12.142857142857142,6,6,0,0.0,0,0
1,43,130.0,130.0,0,0,1,1,0,28,18,17,13.058823529411764,12,15,12,12.307692307692308,0,1
1,1,133.1,121.0,0,1,0,1,0,21,6,5,11.833333333333334,6,8,5,10.0,0,0
1,43,120.0,118.6,0,0,1,1,0,21,11,10,12.4,10,13,10,11.8,0,1
2,42,133.1,115.8,0,0,0,1,0,49,5,0,0.0,5,9,0,0.0,0,0
1,39,120.0,160.0,0,0,1,1,0,40,5,5,11.0,5,5,5,13.4,0,1
1,17,125.0,114.5,0,0,1,1,1,22,6,6,13.625,6,8,6,14.428571428571429,0,1
1,39,133.1,121.7,0,0,1,1,0,31,5,0,0.0,5,7,0,0.0,0,0
1,42,120.0,115.0,0,0,1,1,0,30,6,2,15.0,6,7,2,13.5,0,0
1,1,127.0,125.3,0,0,1,1,0,19,6,5,10.8,6,11,5,11.0,0,1
1,18,131.0,131.0,0,0,1,1,0,22,5,3,13.666666666666666,5,10,3,11.333333333333334,0,0
1,1,127.0,126.3,0,0,1,1,0,19,6,6,12.833333333333334,6,8,6,13.333333333333334,0,1
1,17,132.0,127.1,0,0,0,1,0,21,0,0,0.0,0,0,0,0.0,0,0
1,17,137.0,138.4,0,0,1,1,0,19,6,6,15.125,6,7,6,13.428571428571429,0,1
1,43,126.0,100.0,1,0,1,1,0,22,5,0,0.0,5,7,1,10.0,1,0
1,1,136.0,126.2,0,0,1,1,0,22,6,5,11.4,6,8,5,11.0,0,1
1,1,124.0,118.8,0,0,1,1,0,19,6,4,12.25,6,9,6,11.0,0,1
1,39,137.0,124.5,0,0,0,1,0,26,6,0,0.0,6,0,0,0.0,0,0
1,17,133.1,95.0,0,0,1,1,0,20,5,0,0.0,5,5,0,0.0,0,0
1,7,140.0,140.0,1,0,0,1,0,18,5,2,13.0,5,5,0,0.0,0,0
4,43,133.1,125.4,0,0,1,1,0,39,2,0,0.0,4,4,0,0.0,0,0
1,1,141.0,128.0,0,0,1,1,0,18,8,0,0.0,8,8,0,0.0,3,0
1,17,130.0,129.3,0,0,1,1,1,18,5,5,13.0,5,5,5,14.2,0,1
1,1,160.0,152.0,0,0,1,1,1,19,6,6,13.857142857142858,6,6,6,14.0,0,1
1,1,140.0,128.8,0,0,1,1,0,18,7,6,13.391666666666666,8,8,8,12.4875,0,1
1,1,150.0,152.8,1,0,1,1,1,18,5,4,12.75,5,5,0,0.0,0,0
1,44,150.0,150.0,1,0,1,1,0,22,5,4,14.5,5,5,5,14.6,0,1
1,1,133.1,112.0,0,0,1,1,0,19,6,6,12.166666666666666,6,6,6,12.166666666666666,0,1
1,1,152.0,135.6,1,0,1,1,0,18,5,5,15.4,5,5,5,15.6,0,0
1,39,133.1,134.4,0,1,0,1,0,31,5,2,13.333333333333334,5,9,2,16.0,4,0
1,39,130.0,120.5,0,0,1,1,0,28,5,0,0.0,5,5,0,0.0,0,0
1,1,148.0,141.4,0,0,1,1,0,19,6,0,0.0,6,0,0,0.0,0,0
1,17,148.0,145.2,0,0,1,1,0,20,6,6,13.714285714285714,6,8,6,14.714285714285714,0,1
4,39,130.0,140.0,0,0,1,1,0,50,6,4,12.25,6,7,0,0.0,0,0
2,39,130.0,140.0,1,0,1,1,0,31,5,1,11.0,5,5,1,13.0,0,0
1,18,122.0,112.6,1,0,1,1,0,21,6,6,10.166666666666666,6,10,6,10.5,0,1
2,39,110.0,106.8,0,0,1,1,0,34,5,1,10.0,5,9,0,0.0,0,0
2,39,110.0,120.0,1,0,0,1,0,40,5,2,10.5,5,5,3,10.666666666666666,0,0
1,1,170.0,160.6,1,0,1,1,1,18,0,0,0.0,0,0,0,0.0,0,1
2,39,110.0,130.0,0,1,0,1,1,46,6,0,0.0,6,6,0,0.0,0,0
1,43,110.0,110.0,0,0,1,1,0,37,6,0,0.0,5,10,0,0.0,0,0
1,39,133.1,110.0,1,0,1,1,0,31,6,0,0.0,6,10,0,0.0,0,0
1,39,133.1,145.8,0,0,1,1,0,34,6,5,13.333333333333334,6,15,5,12.4,0,1
1,1,126.0,130.2,1,0,1,1,1,18,0,0,0.0,0,0,0,0.0,0,0
1,1,137.0,122.3,0,0,1,1,1,18,6,6,13.571428571428571,6,6,6,14.333333333333334,0,1
1,17,117.0,125.4,1,0,1,1,1,19,6,6,12.833333333333334,6,7,6,11.166666666666666,0,1
1,43,100.0,130.0,0,0,1,1,0,40,5,4,10.25,8,18,5,11.2,5,0
1,39,120.0,150.0,0,0,1,1,0,25,6,0,0.0,6,6,0,0.0,0,0
1,17,126.0,116.9,1,1,1,1,0,20,5,4,14.5,6,8,3,13.333333333333334,0,0
1,39,111.0,95.8,1,0,0,1,0,43,6,0,0.0,6,0,0,0.0,0,0
1,43,150.0,150.0,0,0,1,1,0,35,18,18,11.666666666666666,13,13,12,11.5,1,1
1,17,116.0,118.5,0,0,1,1,0,23,5,4,13.0,5,5,5,13.0,0,1
1,17,130.0,131.1,0,0,1,1,0,19,7,7,12.12142857142857,9,12,8,11.50625,0,1
1,53,150.0,150.3,1,0,1,1,1,21,11,9,14.22222222222222,9,15,7,13.75,0,1
1,18,108.0,105.6,1,0,1,1,0,20,5,5,12.166666666666666,5,7,5,15.285714285714286,0,1
1,39,133.1,125.3,0,0,1,1,1,30,6,0,0.0,6,0,0,0.0,0,0
4,39,120.0,131.0,1,0,1,1,0,44,6,6,12.666666666666666,6,6,6,11.5,0,1
1,18,146.0,127.0,0,0,1,1,0,19,8,7,13.614285714285714,8,8,7,13.614285714285714,0,1
1,44,150.0,150.0,1,0,1,1,0,22,18,12,12.857142857142858,12,15,10,14.3,0,1
1,1,160.0,149.2,0,0,1,1,0,18,5,4,14.0,5,5,5,14.2,0,1
1,17,125.0,121.5,1,0,1,1,1,21,6,4,14.75,6,6,5,11.8,0,1
1,1,125.0,137.3,0,0,1,1,0,18,6,0,0.0,6,0,0,0.0,0,0
1,17,122.0,119.6,1,0,1,1,0,18,6,6,13.625,6,7,6,14.285714285714286,0,1
1,1,138.0,141.5,0,0,1,1,0,19,0,0,0.0,0,0,0,0.0,0,1
1,44,150.0,150.0,1,0,1,1,0,21,6,4,11.8,6,11,4,11.875,0,0
1,39,140.0,110.0,0,0,1,1,0,31,6,6,15.125,6,10,6,14.6,0,1
1,17,113.0,110.2,1,0,1,1,0,21,6,4,11.5,6,10,2,10.5,0,0
1,42,133.1,120.0,0,0,1,1,0,27,4,0,0.0,5,10,0,0.0,0,0
1,1,118.0,114.2,1,0,1,1,0,20,5,3,10.333333333333334,5,6,5,12.8,0,1
1,18,125.0,121.5,1,0,1,1,0,19,6,6,13.833333333333334,6,6,6,14.5,0,1
1,17,131.0,128.2,1,0,1,1,0,18,6,6,14.0,6,8,6,13.666666666666666,0,1
1,39,133.1,120.0,1,0,1,1,0,29,5,1,18.0,5,10,3,13.333333333333334,2,0
1,1,139.0,136.9,1,0,1,1,1,19,0,0,0.0,0,0,0,0.0,0,1
1,1,95.0,95.0,0,0,0,1,0,21,6,4,13.25,6,6,5,11.0,0,0
1,39,150.0,148.8,0,0,1,1,1,25,5,4,14.25,5,7,4,14.75,0,1
1,39,120.0,110.0,0,0,0,1,0,32,5,0,0.0,5,5,0,0.0,0,0
1,43,136.0,133.9,0,0,0,1,0,26,12,8,11.25,8,8,3,11.333333333333334,0,0
1,1,133.0,125.7,1,0,1,1,1,18,6,6,13.5,6,8,6,12.5,0,1
1,17,125.0,116.6,0,0,1,1,1,19,6,5,12.666666666666666,6,10,6,12.857142857142858,0,1
1,1,127.0,141.0,1,0,1,1,1,19,6,6,15.166666666666666,6,6,6,12.333333333333334,0,1
1,7,130.0,130.0,0,0,1,1,0,27,6,6,13.166666666666666,5,7,5,15.142857142857142,0,0
1,44,140.0,140.0,1,0,1,1,0,21,6,6,14.5,6,8,6,11.333333333333334,0,1
1,1,135.0,137.5,1,1,0,1,0,19,0,0,0.0,0,0,0,0.0,0,1
1,17,132.0,120.8,1,0,1,1,1,18,5,4,10.8,5,10,2,12.5,0,0
1,39,110.0,136.5,0,0,1,1,0,28,5,0,0.0,5,5,0,0.0,0,0
2,39,130.0,122.0,0,1,0,1,0,25,10,6,11.428571428571429,7,15,4,12.0,1,0
1,43,130.0,130.0,0,0,1,1,0,25,14,8,12.5,13,23,10,11.6,0,0
1,1,133.1,98.0,0,0,1,1,0,26,6,0,0.0,6,12,0,0.0,0,0
1,17,135.0,121.0,1,0,1,1,1,18,5,5,12.75,5,7,5,11.5,0,1
1,39,140.0,130.0,0,0,1,1,0,25,6,0,0.0,6,10,0,0.0,0,0
1,17,131.0,132.8,1,0,1,1,0,19,6,6,14.428571428571429,6,7,6,14.571428571428571,0,1
1,17,131.0,126.3,0,0,1,1,0,19,7,7,12.492857142857144,8,10,8,11.7125,0,1
4,39,100.0,111.5,0,0,1,1,0,45,8,4,11.5,8,13,4,11.0,0,0
2,39,140.0,118.2,0,0,1,1,0,52,5,5,11.2,5,6,5,12.8,1,1
1,1,124.0,115.6,1,0,0,1,0,20,5,3,12.0,5,7,3,11.0,0,0
1,1,130.0,117.8,1,0,1,1,0,19,8,7,15.885714285714286,8,8,7,15.885714285714286,0,1
1,1,142.0,127.0,0,1,0,1,0,21,7,4,12.94,7,12,4,11.58,0,0
2,39,150.0,140.0,0,0,0,1,0,35,6,6,14.0,6,6,6,14.166666666666666,0,1
2,39,110.0,106.0,1,0,1,1,0,36,0,0,0.0,0,0,0,0.0,0,1
4,39,110.0,151.0,0,1,0,1,0,47,7,0,0.0,8,8,0,0.0,8,0
1,18,112.0,106.4,0,0,1,1,0,22,5,0,0.0,5,0,0,0.0,0,0
2,39,100.0,125.3,1,0,1,1,0,41,5,4,11.25,5,8,3,11.0,1,0
1,7,130.0,130.0,0,0,1,1,0,26,5,0,0.0,5,6,0,0.0,0,0
2,39,133.1,116.0,0,0,0,0,0,51,6,4,11.25,6,12,0,0.0,1,0
2,39,100.0,100.0,1,0,1,0,0,41,6,5,11.8,6,10,3,10.666666666666666,1,1
1,43,130.0,118.5,1,0,1,1,0,23,10,8,11.625,10,16,10,11.181818181818182,3,1
1,43,129.0,118.9,1,0,1,1,0,22,6,0,0.0,5,10,0,0.0,0,0
1,17,127.0,119.3,1,0,1,1,1,25,6,4,10.25,6,6,4,11.25,0,0
1,43,140.0,135.8,1,0,1,1,0,25,15,15,10.8,14,14,14,11.357142857142858,0,1
1,53,130.0,130.0,1,0,0,1,1,22,12,11,12.545454545454543,11,16,11,12.666666666666666,0,1
1,39,140.0,150.0,0,0,1,1,0,47,6,0,0.0,6,0,0,0.0,0,0
2,39,133.1,111.9,1,0,1,1,0,41,5,0,0.0,5,5,0,0.0,0,0
1,39,120.0,150.1,1,0,1,1,0,43,6,6,14.77777777777778,6,11,5,12.2,0,1
1,39,133.1,130.0,0,0,1,1,0,29,3,0,0.0,4,8,0,0.0,0,0
1,39,120.0,128.0,0,0,1,1,0,30,2,0,0.0,2,2,0,0.0,0,0
1,39,133.1,102.5,0,0,0,1,0,26,4,0,0.0,5,0,0,0.0,0,0
1,39,133.1,102.5,0,0,0,1,0,27,5,0,0.0,5,5,0,0.0,0,0
2,39,100.0,110.0,0,0,1,1,1,36,5,5,11.4,5,7,5,11.6,0,1
1,39,133.1,114.0,0,0,1,1,0,29,9,6,11.666666666666666,7,10,6,10.857142857142858,0,0
1,42,120.0,128.2,1,0,1,1,0,35,10,7,11.285714285714286,8,8,5,13.0,0,0
1,1,128.0,116.5,0,0,1,1,1,18,6,4,11.5,6,10,5,12.6,0,1
1,1,172.0,149.3,0,0,1,1,1,24,5,5,16.0,5,5,5,16.0,0,1
1,1,146.0,134.1,1,0,1,1,1,18,6,6,12.5,6,7,6,12.666666666666666,0,0
1,42,150.0,133.5,1,0,1,1,0,21,5,5,13.0,5,10,5,12.6,0,1
1,39,130.0,110.0,0,0,1,1,0,32,18,13,13.714285714285714,12,18,12,12.083333333333334,0,1
1,1,111.0,107.5,1,0,1,1,1,22,5,3,12.333333333333334,6,14,3,12.5,0,0
1,7,130.0,130.0,1,0,0,1,0,32,17,11,12.727272727272728,12,24,10,12.7,1,0
1,43,170.0,111.6,0,0,1,1,0,35,5,1,14.0,5,5,0,0.0,0,0
1,18,133.1,101.0,1,0,0,1,0,23,5,0,0.0,5,0,0,0.0,0,0
2,43,120.0,128.2,0,0,1,1,0,35,5,0,0.0,5,5,1,10.0,0,0
2,39,110.0,150.0,0,0,1,1,0,32,6,6,18.875,12,14,12,17.692307692307693,0,1
1,1,133.1,142.8,0,0,1,1,0,20,6,0,0.0,6,12,0,0.0,0,0
1,7,150.0,150.0,1,0,1,1,0,44,7,7,13.5,5,6,5,16.2,0,0
2,39,133.1,156.5,0,0,1,1,0,53,11,2,15.0,9,10,3,10.0,4,1
1,39,120.0,98.6,0,1,0,1,0,28,5,0,0.0,5,7,0,0.0,0,0
1,7,130.0,130.0,0,0,1,1,0,31,9,9,14.22222222222222,5,5,5,12.8,0,0
1,39,100.0,120.0,0,1,0,1,0,44,7,4,12.0,6,16,0,0.0,1,0
1,1,142.0,127.7,1,0,1,1,0,19,5,5,12.6,5,8,4,12.0,0,1
1,18,148.0,147.7,0,0,1,1,1,18,5,0,0.0,5,5,0,0.0,0,0
1,44,170.0,170.0,1,0,1,1,0,20,6,6,14.5,6,10,6,15.3,0,1
1,39,110.0,110.2,0,0,1,1,0,55,6,6,14.5,6,6,6,13.5,0,1
1,17,135.0,121.0,0,0,1,1,0,19,5,0,0.0,5,0,0,0.0,0,0
1,1,133.0,129.9,0,0,1,1,0,18,5,5,11.6,5,5,5,13.2,0,1
2,39,133.1,132.0,0,0,1,1,0,43,6,4,11.75,6,7,0,0.0,0,0
1,18,121.0,125.9,1,0,1,1,0,18,6,0,0.0,6,0,0,0.0,0,0
1,1,159.0,165.7,1,0,1,1,0,18,0,0,0.0,0,0,0,0.0,0,0
1,17,130.0,122.7,1,1,1,1,1,20,6,0,0.0,6,6,0,0.0,0,0
2,39,121.0,141.4,0,1,0,1,0,29,5,4,11.25,5,8,4,11.8,0,0
1,39,133.1,156.4,1,1,1,1,0,44,6,5,11.571428571428571,6,11,0,0.0,0,0
1,43,125.0,131.7,1,0,1,1,0,20,6,4,12.75,9,12,3,12.666666666666666,0,0
2,39,120.0,104.7,1,0,1,1,0,36,4,0,0.0,5,9,0,0.0,0,0
2,39,110.0,110.0,0,0,0,1,0,29,5,0,0.0,5,5,0,0.0,0,0
1,1,120.0,129.1,1,0,1,1,0,18,6,4,11.25,6,10,3,10.333333333333334,0,0
1,39,133.1,120.0,0,0,0,1,0,24,6,0,0.0,6,0,0,0.0,0,0
1,1,133.1,127.0,0,0,1,1,0,20,6,6,14.333333333333334,6,7,6,15.0,0,1
2,39,133.1,151.5,0,1,0,1,0,45,6,0,0.0,5,5,0,0.0,0,0
1,43,130.0,126.8,1,0,1,1,1,28,23,20,13.5,23,23,20,13.5,3,1
1,1,128.0,125.6,1,0,1,1,0,18,7,7,12.444285714285714,8,11,7,11.347142857142858,0,1
1,1,140.0,127.8,1,0,1,1,0,23,5,3,10.666666666666666,5,7,3,11.333333333333334,0,0
1,1,140.0,131.3,0,0,1,1,1,22,6,6,12.666666666666666,6,6,5,12.4,0,1
1,39,120.0,155.7,0,0,1,1,0,33,5,5,13.2,5,6,5,14.833333333333334,0,1
1,53,130.0,128.5,0,0,1,1,0,21,12,10,12.7,12,14,11,12.181818181818182,0,1
2,39,100.0,170.0,0,0,1,1,0,45,5,5,14.833333333333334,5,5,5,14.8,0,1
2,39,133.1,100.0,0,0,0,1,0,44,10,4,11.5,7,8,1,12.0,0,0
4,39,110.0,107.2,0,0,1,1,0,42,6,0,0.0,6,0,0,0.0,0,0
1,18,147.0,139.3,1,0,1,1,0,20,5,0,0.0,5,0,0,0.0,0,0
1,1,137.0,122.3,1,0,1,1,1,20,6,6,14.714285714285714,6,6,6,12.5,0,1
1,51,120.0,128.5,0,1,0,1,0,26,8,4,10.5,10,16,7,10.428571428571429,0,0
2,39,133.1,150.0,0,0,1,1,0,31,6,6,15.0,6,11,5,12.5,0,1
1,1,142.0,136.1,0,1,1,1,1,19,6,6,12.666666666666666,6,6,6,14.0,0,1
1,39,100.0,128.0,1,0,1,1,0,28,6,6,13.166666666666666,6,6,6,13.666666666666666,0,1
1,1,149.0,158.1,1,0,1,1,1,20,0,0,0.0,0,0,0,0.0,0,1
2,1,110.0,108.7,1,0,1,0,0,43,6,6,13.0,6,6,6,12.5,0,1
1,39,133.1,110.0,0,0,1,1,1,25,0,0,0.0,0,0,0,0.0,0,0
1,39,133.1,120.0,0,1,1,0,0,40,6,2,10.0,6,10,1,15.0,0,0
1,44,150.0,150.0,0,0,1,0,0,20,6,6,13.333333333333334,6,16,5,13.375,0,1
2,39,133.1,113.0,0,0,1,0,0,46,6,3,12.333333333333334,6,6,6,13.333333333333334,0,1
1,51,121.0,118.6,0,0,1,0,0,26,21,20,13.181818181818182,14,18,14,11.642857142857142,0,1
2,39,133.1,148.8,0,0,1,0,1,34,7,6,12.513333333333334,8,9,7,13.071428571428571,0,1
1,18,122.0,120.3,1,0,1,0,0,19,6,0,0.0,6,0,0,0.0,0,0
1,1,143.0,127.0,1,0,1,0,1,18,8,7,13.585714285714284,8,8,7,13.585714285714284,0,1
1,1,123.0,113.8,1,0,1,0,0,18,7,7,11.155555555555557,8,10,8,11.425,0,1
1,39,120.0,108.0,0,0,1,1,1,37,7,6,11.857142857142858,6,7,5,12.0,0,1
1,17,114.0,129.1,0,0,1,1,1,23,0,0,0.0,0,0,0,0.0,0,1
1,43,114.0,135.9,0,0,1,1,0,26,14,14,14.0,13,13,13,13.615384615384617,0,1
1,10,154.4,154.4,1,0,0,0,0,18,6,5,12.0,6,0,0,0.0,0,0
1,17,136.0,132.5,1,0,1,0,0,19,7,7,13.198571428571428,8,8,8,13.0625,0,1
1,10,163.3,163.3,0,0,1,0,0,18,6,6,13.5,6,12,6,12.0,0,1
1,1,126.0,122.5,1,0,1,0,0,19,6,6,13.333333333333334,6,8,5,12.8,0,0
1,17,137.0,131.8,0,0,1,0,1,22,6,6,12.166666666666666,6,9,4,12.0,0,1
1,1,139.0,135.0,1,0,1,0,1,18,8,7,12.214285714285714,8,8,7,12.214285714285714,0,1
1,17,142.0,141.7,0,0,1,0,1,18,6,6,12.666666666666666,6,6,6,13.0,0,1
1,1,133.1,131.3,1,0,1,0,1,18,6,6,12.285714285714286,6,6,6,13.5,0,1
1,1,126.0,123.9,1,0,1,0,1,18,6,6,13.0,6,6,6,13.0,0,1
1,1,131.0,126.1,1,0,1,0,0,18,6,6,12.142857142857142,6,6,6,11.166666666666666,0,1
1,17,131.0,126.5,1,0,1,0,1,19,7,7,13.875714285714285,8,9,7,13.085714285714284,0,1
1,17,108.0,107.3,0,0,1,0,0,20,6,0,0.0,6,0,0,0.0,0,0
1,17,133.1,95.0,1,0,1,0,1,19,6,6,11.666666666666666,6,7,0,0.0,0,0
1,1,122.0,116.1,1,0,1,0,0,18,6,6,13.153846153846152,6,12,3,11.0,0,1
1,1,143.0,134.6,1,0,1,0,1,18,6,6,14.5,6,6,6,12.833333333333334,0,0
1,17,135.0,128.0,1,0,1,0,1,18,7,7,14.44142857142857,8,8,8,13.65625,0,1
1,17,148.0,144.2,1,0,1,0,0,18,6,6,15.166666666666666,6,7,6,14.285714285714286,0,1
